palabra_clave;rol;grupo;tipo_dato;idioma;prioridad;rol_motor_actual
unidades de despachos;cantidad;cantidad;numero;es;70;cantidad
unidades de devoluciones;cantidad;cantidad;numero;es;70;cantidad
unidades de egresos;cantidad;cantidad;numero;es;70;cantidad
unidades de facturas;cantidad;cantidad;numero;es;70;cantidad
unidades de gastos;cantidad;cantidad;numero;es;70;cantidad
unidades de guia despachos;cantidad;cantidad;numero;es;70;cantidad
unidades de ingresos;cantidad;cantidad;numero;es;70;cantidad
unidades de liquidaciones;cantidad;cantidad;numero;es;70;cantidad
unidades de movimientos;cantidad;cantidad;numero;es;70;cantidad
unidades de nota creditos;cantidad;cantidad;numero;es;70;cantidad
unidades de nota debitos;cantidad;cantidad;numero;es;70;cantidad
unidades de operaciones;cantidad;cantidad;numero;es;70;cantidad
unidades de ordenes;cantidad;cantidad;numero;es;70;cantidad
unidades de pedidos;cantidad;cantidad;numero;es;70;cantidad
unidades de productos;cantidad;cantidad;numero;es;70;cantidad
unidades de proyectos;cantidad;cantidad;numero;es;70;cantidad
unidades de reclamos;cantidad;cantidad;numero;es;70;cantidad
unidades de remesas;cantidad;cantidad;numero;es;70;cantidad
unidades de rendiciones;cantidad;cantidad;numero;es;70;cantidad
unidades de servicios;cantidad;cantidad;numero;es;70;cantidad
unidades de transacciones;cantidad;cantidad;numero;es;70;cantidad
unidades de ventas;cantidad;cantidad;numero;es;70;cantidad
unidades de visitas;cantidad;cantidad;numero;es;70;cantidad
unidades del atencion;cantidad;cantidad;numero;es;70;cantidad
unidades del boleta;cantidad;cantidad;numero;es;70;cantidad
unidades del cliente;cantidad;cantidad;numero;es;70;cantidad
unidades del compra;cantidad;cantidad;numero;es;70;cantidad
unidades del contrato;cantidad;cantidad;numero;es;70;cantidad
unidades del cotizacion;cantidad;cantidad;numero;es;70;cantidad
unidades del despacho;cantidad;cantidad;numero;es;70;cantidad
unidades del devolucion;cantidad;cantidad;numero;es;70;cantidad
unidades del egreso;cantidad;cantidad;numero;es;70;cantidad
unidades del factura;cantidad;cantidad;numero;es;70;cantidad
unidades del gasto;cantidad;cantidad;numero;es;70;cantidad
unidades del guia despacho;cantidad;cantidad;numero;es;70;cantidad
unidades del ingreso;cantidad;cantidad;numero;es;70;cantidad
unidades del item;cantidad;cantidad;numero;es;70;cantidad
unidades del liquidacion;cantidad;cantidad;numero;es;70;cantidad
unidades del movimiento;cantidad;cantidad;numero;es;70;cantidad
unidades del nota credito;cantidad;cantidad;numero;es;70;cantidad
unidades del nota debito;cantidad;cantidad;numero;es;70;cantidad
unidades del operacion;cantidad;cantidad;numero;es;70;cantidad
unidades del orden;cantidad;cantidad;numero;es;70;cantidad
unidades del pedido;cantidad;cantidad;numero;es;70;cantidad
unidades del producto;cantidad;cantidad;numero;es;70;cantidad
unidades del proyecto;cantidad;cantidad;numero;es;70;cantidad
unidades del reclamo;cantidad;cantidad;numero;es;70;cantidad
unidades del remesa;cantidad;cantidad;numero;es;70;cantidad
unidades del rendicion;cantidad;cantidad;numero;es;70;cantidad
unidades del servicio;cantidad;cantidad;numero;es;70;cantidad
unidades del transaccion;cantidad;cantidad;numero;es;70;cantidad
unidades del venta;cantidad;cantidad;numero;es;70;cantidad
unidades del visita;cantidad;cantidad;numero;es;70;cantidad
unidades_atenciones;cantidad;cantidad;numero;es;70;cantidad
unidades_boletas;cantidad;cantidad;numero;es;70;cantidad
unidades_clientes;cantidad;cantidad;numero;es;70;cantidad
unidades_compras;cantidad;cantidad;numero;es;70;cantidad
unidades_contratos;cantidad;cantidad;numero;es;70;cantidad
unidades_cotizaciones;cantidad;cantidad;numero;es;70;cantidad
unidades_despachos;cantidad;cantidad;numero;es;70;cantidad
unidades_devoluciones;cantidad;cantidad;numero;es;70;cantidad
unidades_egresos;cantidad;cantidad;numero;es;70;cantidad
unidades_facturas;cantidad;cantidad;numero;es;70;cantidad
unidades_gastos;cantidad;cantidad;numero;es;70;cantidad
unidades_guia despachos;cantidad;cantidad;numero;es;70;cantidad
unidades_ingresos;cantidad;cantidad;numero;es;70;cantidad
unidades_liquidaciones;cantidad;cantidad;numero;es;70;cantidad
unidades_movimientos;cantidad;cantidad;numero;es;70;cantidad
unidades_nota creditos;cantidad;cantidad;numero;es;70;cantidad
unidades_nota debitos;cantidad;cantidad;numero;es;70;cantidad
unidades_operaciones;cantidad;cantidad;numero;es;70;cantidad
unidades_ordenes;cantidad;cantidad;numero;es;70;cantidad
unidades_pedidos;cantidad;cantidad;numero;es;70;cantidad
unidades_productos;cantidad;cantidad;numero;es;70;cantidad
unidades_proyectos;cantidad;cantidad;numero;es;70;cantidad
unidades_reclamos;cantidad;cantidad;numero;es;70;cantidad
unidades_remesas;cantidad;cantidad;numero;es;70;cantidad
unidades_rendiciones;cantidad;cantidad;numero;es;70;cantidad
unidades_servicios;cantidad;cantidad;numero;es;70;cantidad
unidades_transacciones;cantidad;cantidad;numero;es;70;cantidad
unidades_ventas;cantidad;cantidad;numero;es;70;cantidad
unidades_visitas;cantidad;cantidad;numero;es;70;cantidad
units sold;cantidad;cantidad;numero;en;70;cantidad
visit count;cantidad;cantidad;numero;en;70;cantidad
cant;cantidad;cantidad;numero;es;60;cantidad
cantid;cantidad;cantidad;numero;es;60;cantidad
cantidad del atenciones;cantidad;cantidad;numero;es;60;cantidad
cantidad del boletas;cantidad;cantidad;numero;es;60;cantidad
cantidad del clientes;cantidad;cantidad;numero;es;60;cantidad
cantidad del compras;cantidad;cantidad;numero;es;60;cantidad
cantidad del contratos;cantidad;cantidad;numero;es;60;cantidad
cantidad del cotizaciones;cantidad;cantidad;numero;es;60;cantidad
cantidad del despachos;cantidad;cantidad;numero;es;60;cantidad
cantidad del devoluciones;cantidad;cantidad;numero;es;60;cantidad
cantidad del egresos;cantidad;cantidad;numero;es;60;cantidad
cantidad del facturas;cantidad;cantidad;numero;es;60;cantidad
cantidad del gastos;cantidad;cantidad;numero;es;60;cantidad
cantidad del guia despachos;cantidad;cantidad;numero;es;60;cantidad
cantidad del ingresos;cantidad;cantidad;numero;es;60;cantidad
cantidad del liquidaciones;cantidad;cantidad;numero;es;60;cantidad
cantidad del movimientos;cantidad;cantidad;numero;es;60;cantidad
cantidad del nota creditos;cantidad;cantidad;numero;es;60;cantidad
cantidad del nota debitos;cantidad;cantidad;numero;es;60;cantidad
cantidad del operaciones;cantidad;cantidad;numero;es;60;cantidad
cantidad del ordenes;cantidad;cantidad;numero;es;60;cantidad
cantidad del pedidos;cantidad;cantidad;numero;es;60;cantidad
cantidad del productos;cantidad;cantidad;numero;es;60;cantidad
cantidad del proyectos;cantidad;cantidad;numero;es;60;cantidad
cantidad del reclamos;cantidad;cantidad;numero;es;60;cantidad
cantidad del remesas;cantidad;cantidad;numero;es;60;cantidad
cantidad del rendiciones;cantidad;cantidad;numero;es;60;cantidad
cantidad del servicios;cantidad;cantidad;numero;es;60;cantidad
cantidad del transacciones;cantidad;cantidad;numero;es;60;cantidad
cantidad del ventas;cantidad;cantidad;numero;es;60;cantidad
cantidad del visitas;cantidad;cantidad;numero;es;60;cantidad
cdad;cantidad;cantidad;numero;es;60;cantidad
ctd;cantidad;cantidad;numero;es;60;cantidad
nro;cantidad;cantidad;numero;es;60;cantidad
num;cantidad;cantidad;numero;es;60;cantidad
numero del atenciones;cantidad;cantidad;numero;es;60;cantidad
numero del boletas;cantidad;cantidad;numero;es;60;cantidad
numero del clientes;cantidad;cantidad;numero;es;60;cantidad
numero del compras;cantidad;cantidad;numero;es;60;cantidad
numero del contratos;cantidad;cantidad;numero;es;60;cantidad
numero del cotizaciones;cantidad;cantidad;numero;es;60;cantidad
numero del despachos;cantidad;cantidad;numero;es;60;cantidad
numero del devoluciones;cantidad;cantidad;numero;es;60;cantidad
numero del egresos;cantidad;cantidad;numero;es;60;cantidad
numero del facturas;cantidad;cantidad;numero;es;60;cantidad
numero del gastos;cantidad;cantidad;numero;es;60;cantidad
numero del guia despachos;cantidad;cantidad;numero;es;60;cantidad
numero del ingresos;cantidad;cantidad;numero;es;60;cantidad
numero del liquidaciones;cantidad;cantidad;numero;es;60;cantidad
numero del movimientos;cantidad;cantidad;numero;es;60;cantidad
numero del nota creditos;cantidad;cantidad;numero;es;60;cantidad
numero del nota debitos;cantidad;cantidad;numero;es;60;cantidad
numero del operaciones;cantidad;cantidad;numero;es;60;cantidad
numero del ordenes;cantidad;cantidad;numero;es;60;cantidad
numero del pedidos;cantidad;cantidad;numero;es;60;cantidad
numero del productos;cantidad;cantidad;numero;es;60;cantidad
numero del proyectos;cantidad;cantidad;numero;es;60;cantidad
numero del reclamos;cantidad;cantidad;numero;es;60;cantidad
numero del remesas;cantidad;cantidad;numero;es;60;cantidad
numero del rendiciones;cantidad;cantidad;numero;es;60;cantidad
numero del servicios;cantidad;cantidad;numero;es;60;cantidad
numero del transacciones;cantidad;cantidad;numero;es;60;cantidad
numero del ventas;cantidad;cantidad;numero;es;60;cantidad
numero del visitas;cantidad;cantidad;numero;es;60;cantidad
uds;cantidad;cantidad;numero;es;60;cantidad
un;cantidad;cantidad;numero;es;60;cantidad
unidades del atenciones;cantidad;cantidad;numero;es;60;cantidad
unidades del boletas;cantidad;cantidad;numero;es;60;cantidad
unidades del clientes;cantidad;cantidad;numero;es;60;cantidad
unidades del compras;cantidad;cantidad;numero;es;60;cantidad
unidades del contratos;cantidad;cantidad;numero;es;60;cantidad
unidades del cotizaciones;cantidad;cantidad;numero;es;60;cantidad
unidades del despachos;cantidad;cantidad;numero;es;60;cantidad
unidades del devoluciones;cantidad;cantidad;numero;es;60;cantidad
unidades del egresos;cantidad;cantidad;numero;es;60;cantidad
unidades del facturas;cantidad;cantidad;numero;es;60;cantidad
unidades del gastos;cantidad;cantidad;numero;es;60;cantidad
unidades del guia despachos;cantidad;cantidad;numero;es;60;cantidad
unidades del ingresos;cantidad;cantidad;numero;es;60;cantidad
unidades del liquidaciones;cantidad;cantidad;numero;es;60;cantidad
unidades del movimientos;cantidad;cantidad;numero;es;60;cantidad
unidades del nota creditos;cantidad;cantidad;numero;es;60;cantidad
unidades del nota debitos;cantidad;cantidad;numero;es;60;cantidad
unidades del operaciones;cantidad;cantidad;numero;es;60;cantidad
unidades del ordenes;cantidad;cantidad;numero;es;60;cantidad
unidades del pedidos;cantidad;cantidad;numero;es;60;cantidad
unidades del productos;cantidad;cantidad;numero;es;60;cantidad
unidades del proyectos;cantidad;cantidad;numero;es;60;cantidad
unidades del reclamos;cantidad;cantidad;numero;es;60;cantidad
unidades del remesas;cantidad;cantidad;numero;es;60;cantidad
unidades del rendiciones;cantidad;cantidad;numero;es;60;cantidad
unidades del servicios;cantidad;cantidad;numero;es;60;cantidad
unidades del transacciones;cantidad;cantidad;numero;es;60;cantidad
unidades del ventas;cantidad;cantidad;numero;es;60;cantidad
unidades del visitas;cantidad;cantidad;numero;es;60;cantidad
cantides;cantidad;cantidad;numero;es;50;cantidad
cdades;cantidad;cantidad;numero;es;50;cantidad
ctdes;cantidad;cantidad;numero;es;50;cantidad
nros;cantidad;cantidad;numero;es;50;cantidad
unes;cantidad;cantidad;numero;es;50;cantidad
antiguedad;duracion;cantidad;numero;es;100;
antiguedad dias;duracion;cantidad;numero;es;100;
dias;duracion;cantidad;numero;es;100;
dias atraso;duracion;cantidad;numero;es;100;
dias credito;duracion;cantidad;numero;es;100;
dias mora;duracion;cantidad;numero;es;100;
dias plazo;duracion;cantidad;numero;es;100;
duracion;duracion;cantidad;numero;es;100;
edad;duracion;cantidad;numero;es;100;
horas;duracion;cantidad;numero;es;100;
horas extra;duracion;cantidad;numero;es;100;
horas trabajadas;duracion;cantidad;numero;es;100;
jornada;duracion;cantidad;numero;es;100;
lead time;duracion;cantidad;numero;es;100;
meses duracion;duracion;cantidad;numero;es;100;
minutos;duracion;cantidad;numero;es;100;
permanencia;duracion;cantidad;numero;es;100;
plazo;duracion;cantidad;numero;es;100;
plazo dias;duracion;cantidad;numero;es;100;
tiempo;duracion;cantidad;numero;es;100;
tiempo atencion;duracion;cantidad;numero;es;100;
tiempo ciclo;duracion;cantidad;numero;es;100;
tiempo entrega;duracion;cantidad;numero;es;100;
tiempo respuesta;duracion;cantidad;numero;es;100;
vigencia dias;duracion;cantidad;numero;es;100;
age;duracion;cantidad;numero;en;90;
aging;duracion;cantidad;numero;en;90;
antiguedades;duracion;cantidad;numero;es;90;
days;duracion;cantidad;numero;en;90;
dias atrasos;duracion;cantidad;numero;es;90;
dias creditos;duracion;cantidad;numero;es;90;
dias moras;duracion;cantidad;numero;es;90;
dias plazos;duracion;cantidad;numero;es;90;
duraciones;duracion;cantidad;numero;es;90;
duration;duracion;cantidad;numero;en;90;
edades;duracion;cantidad;numero;es;90;
horas extras;duracion;cantidad;numero;es;90;
hours;duracion;cantidad;numero;en;90;
jornadas;duracion;cantidad;numero;es;90;
lead times;duracion;cantidad;numero;es;90;
meses duraciones;duracion;cantidad;numero;es;90;
permanencias;duracion;cantidad;numero;es;90;
plazos;duracion;cantidad;numero;es;90;
response time;duracion;cantidad;numero;en;90;
tenure;duracion;cantidad;numero;en;90;
tiempo atenciones;duracion;cantidad;numero;es;90;
tiempo ciclos;duracion;cantidad;numero;es;90;
tiempo entregas;duracion;cantidad;numero;es;90;
tiempo respuestas;duracion;cantidad;numero;es;90;
tiempos;duracion;cantidad;numero;es;90;
dias de atencion;duracion;cantidad;numero;es;80;
dias de atraso;duracion;cantidad;numero;es;80;
dias de credito;duracion;cantidad;numero;es;80;
dias de entrega;duracion;cantidad;numero;es;80;
dias de garantia;duracion;cantidad;numero;es;80;
dias de mora;duracion;cantidad;numero;es;80;
dias de pago;duracion;cantidad;numero;es;80;
dias de proceso;duracion;cantidad;numero;es;80;
dias de respuesta;duracion;cantidad;numero;es;80;
dias de trabajo;duracion;cantidad;numero;es;80;
dias de vigencia;duracion;cantidad;numero;es;80;
dias_atencion;duracion;cantidad;numero;es;80;
dias_entrega;duracion;cantidad;numero;es;80;
dias_garantia;duracion;cantidad;numero;es;80;
dias_pago;duracion;cantidad;numero;es;80;
dias_proceso;duracion;cantidad;numero;es;80;
dias_respuesta;duracion;cantidad;numero;es;80;
dias_trabajo;duracion;cantidad;numero;es;80;
dias_vigencia;duracion;cantidad;numero;es;80;
horas de atencion;duracion;cantidad;numero;es;80;
horas de atraso;duracion;cantidad;numero;es;80;
horas de credito;duracion;cantidad;numero;es;80;
horas de entrega;duracion;cantidad;numero;es;80;
horas de garantia;duracion;cantidad;numero;es;80;
horas de mora;duracion;cantidad;numero;es;80;
horas de pago;duracion;cantidad;numero;es;80;
horas de proceso;duracion;cantidad;numero;es;80;
horas de respuesta;duracion;cantidad;numero;es;80;
horas de trabajo;duracion;cantidad;numero;es;80;
horas de vigencia;duracion;cantidad;numero;es;80;
horas_atencion;duracion;cantidad;numero;es;80;
horas_atraso;duracion;cantidad;numero;es;80;
horas_credito;duracion;cantidad;numero;es;80;
horas_entrega;duracion;cantidad;numero;es;80;
horas_garantia;duracion;cantidad;numero;es;80;
horas_mora;duracion;cantidad;numero;es;80;
horas_pago;duracion;cantidad;numero;es;80;
horas_proceso;duracion;cantidad;numero;es;80;
horas_respuesta;duracion;cantidad;numero;es;80;
horas_trabajo;duracion;cantidad;numero;es;80;
horas_vigencia;duracion;cantidad;numero;es;80;
plazo de atencion;duracion;cantidad;numero;es;80;
plazo de atraso;duracion;cantidad;numero;es;80;
plazo de credito;duracion;cantidad;numero;es;80;
plazo de entrega;duracion;cantidad;numero;es;80;
plazo de garantia;duracion;cantidad;numero;es;80;
plazo de mora;duracion;cantidad;numero;es;80;
plazo de pago;duracion;cantidad;numero;es;80;
plazo de proceso;duracion;cantidad;numero;es;80;
plazo de respuesta;duracion;cantidad;numero;es;80;
plazo de trabajo;duracion;cantidad;numero;es;80;
plazo de vigencia;duracion;cantidad;numero;es;80;
plazo_atencion;duracion;cantidad;numero;es;80;
plazo_atraso;duracion;cantidad;numero;es;80;
plazo_credito;duracion;cantidad;numero;es;80;
plazo_entrega;duracion;cantidad;numero;es;80;
plazo_garantia;duracion;cantidad;numero;es;80;
plazo_mora;duracion;cantidad;numero;es;80;
plazo_proceso;duracion;cantidad;numero;es;80;
plazo_respuesta;duracion;cantidad;numero;es;80;
plazo_trabajo;duracion;cantidad;numero;es;80;
plazo_vigencia;duracion;cantidad;numero;es;80;
tiempo de atencion;duracion;cantidad;numero;es;80;
tiempo de atraso;duracion;cantidad;numero;es;80;
tiempo de credito;duracion;cantidad;numero;es;80;
tiempo de entrega;duracion;cantidad;numero;es;80;
tiempo de garantia;duracion;cantidad;numero;es;80;
tiempo de mora;duracion;cantidad;numero;es;80;
tiempo de pago;duracion;cantidad;numero;es;80;
tiempo de proceso;duracion;cantidad;numero;es;80;
tiempo de respuesta;duracion;cantidad;numero;es;80;
tiempo de trabajo;duracion;cantidad;numero;es;80;
tiempo de vigencia;duracion;cantidad;numero;es;80;
tiempo_atraso;duracion;cantidad;numero;es;80;
tiempo_credito;duracion;cantidad;numero;es;80;
tiempo_garantia;duracion;cantidad;numero;es;80;
tiempo_mora;duracion;cantidad;numero;es;80;
tiempo_pago;duracion;cantidad;numero;es;80;
tiempo_proceso;duracion;cantidad;numero;es;80;
tiempo_trabajo;duracion;cantidad;numero;es;80;
tiempo_vigencia;duracion;cantidad;numero;es;80;
cycle time;duracion;cantidad;numero;en;70;
